dosage_form,extraction_steps,api_stability,target_concentration,hist_rsd_precision,hist_r2_linearity,hist_recovery_accuracy,system_suitability_tailing,system_suitability_resolution,elution_type,run_time_minutes,full_validation_required
api_powder,0,6.6,0.181,0.581,0.99998,98.59,1.0,2.72,gradient,10.8,0
suspension,0,1.6,1.281,0.263,0.999599,99.34,1.02,1.74,gradient,20.1,0
coated_tablet,3,7.3,1.003,0.543,0.999823,100.84,1.19,2.58,isocratic,16.4,0
api_powder,1,2.0,1.02,0.719,0.997723,100.32,1.79,1.59,isocratic,12.1,0
suspension,2,9.6,0.432,0.68,0.99999,101.24,1.16,1.74,gradient,8.4,1
cream,0,8.6,0.965,0.602,0.99999,97.32,0.8,1.56,isocratic,15.3,1
cream,1,2.0,1.67,0.21,0.9996,99.47,1.03,1.81,gradient,15.1,0
cream,1,8.8,1.724,0.696,0.998179,99.51,1.28,1.63,isocratic,6.6,1
suspension,3,6.9,2.411,0.889,0.999352,98.79,1.19,1.14,isocratic,16.1,1
coated_tablet,1,7.1,2.299,1.352,0.999774,100.46,1.24,3.6,isocratic,17.3,0
cream,3,4.3,1.18,1.284,0.99438,99.39,1.05,2.83,isocratic,10.3,1
cream,3,4.6,3.741,2.544,0.99999,99.9,1.41,2.96,isocratic,22.5,1
coated_tablet,2,1.5,0.794,0.284,0.99999,101.79,0.87,2.84,isocratic,37.7,0
suspension,4,6.7,5.056,0.353,0.999839,98.99,1.27,1.63,isocratic,8.3,1
cream,1,8.4,1.052,0.331,0.999302,99.99,1.49,2.91,gradient,11.7,0
suspension,4,6.4,0.397,0.846,0.999859,100.87,0.94,2.05,isocratic,10.7,0
api_powder,2,4.7,0.793,1.929,0.999917,101.11,1.16,2.6,isocratic,6.2,0
coated_tablet,2,3.8,0.567,1.025,0.999719,98.49,1.05,2.23,isocratic,10.6,0
coated_tablet,0,2.0,1.44,0.657,0.99748,100.0,1.11,2.54,isocratic,11.8,0
coated_tablet,2,8.6,1.887,0.233,0.999983,101.6,1.03,2.24,isocratic,13.8,0
suspension,4,2.5,0.917,1.111,0.997879,99.55,1.1,2.47,gradient,11.5,0
cream,4,4.8,1.38,1.334,0.995846,99.23,0.8,2.78,isocratic,10.0,0
coated_tablet,1,9.7,1.594,1.394,0.999971,100.63,1.76,2.45,gradient,8.9,0
api_powder,1,3.8,0.916,0.921,0.999926,99.9,0.8,2.4,isocratic,10.6,0
coated_tablet,1,1.8,0.54,0.569,1.0,100.36,0.86,2.47,isocratic,10.8,0
api_powder,0,2.1,0.768,0.821,0.999944,98.58,1.22,2.54,gradient,8.0,0
api_powder,3,2.2,0.864,0.683,0.999948,99.85,1.47,2.82,isocratic,12.0,0
cream,1,4.5,1.559,1.512,0.99999,99.94,0.99,1.92,gradient,14.6,1
cream,1,3.3,0.804,0.549,0.99999,100.33,1.13,3.08,gradient,11.7,0
coated_tablet,4,5.8,2.847,0.242,0.999989,98.24,0.81,2.31,gradient,9.0,0
suspension,1,6.5,0.235,1.705,0.99999,100.09,1.87,2.12,isocratic,12.2,1
cream,2,3.4,1.131,0.349,0.999482,100.56,1.5,2.09,gradient,25.1,0
coated_tablet,1,5.8,1.866,0.515,0.99999,100.07,0.99,2.49,gradient,17.4,0
coated_tablet,2,2.8,2.157,0.718,0.999517,99.55,1.17,3.07,isocratic,25.4,0
coated_tablet,4,9.0,1.337,0.603,0.999865,100.05,1.08,3.61,gradient,6.6,1
suspension,1,4.5,4.344,0.727,0.998861,100.04,1.15,2.04,isocratic,5.9,0
coated_tablet,2,4.1,1.28,1.076,0.998768,100.48,1.1,2.53,isocratic,10.0,0
suspension,2,3.0,0.449,1.227,0.99999,99.89,1.28,2.38,isocratic,34.0,0
api_powder,0,3.4,1.94,0.605,1.0,99.74,1.16,2.73,isocratic,7.1,0
coated_tablet,2,4.2,0.69,0.161,1.0,100.34,0.99,2.9,isocratic,8.0,0
coated_tablet,1,2.4,0.276,0.301,0.99999,100.46,1.24,2.44,isocratic,8.7,0
cream,2,8.1,2.492,0.528,0.99999,99.83,0.8,1.73,isocratic,21.8,0
coated_tablet,1,3.0,2.488,0.535,0.999856,100.75,0.8,2.57,gradient,7.7,0
suspension,1,7.7,0.828,0.909,0.99999,99.43,1.05,2.42,isocratic,18.8,0
suspension,0,1.9,0.711,1.654,0.999375,99.8,1.2,1.98,gradient,15.9,1
coated_tablet,2,4.9,2.036,0.454,0.999879,99.71,0.8,1.8,isocratic,27.3,0
coated_tablet,1,3.4,0.235,0.18,0.999287,101.09,1.24,2.75,isocratic,7.2,0
suspension,2,8.0,1.044,1.241,0.99999,100.03,1.14,2.2,gradient,22.0,1
coated_tablet,1,1.2,1.617,0.362,0.995992,100.63,1.49,2.07,isocratic,5.2,0
cream,3,4.1,0.664,1.094,0.999968,100.84,0.96,2.37,gradient,9.1,1
api_powder,1,9.3,0.721,0.435,0.999907,101.24,1.04,2.48,gradient,6.3,0
api_powder,3,5.8,0.552,1.008,0.999982,101.08,1.33,2.59,isocratic,6.9,0
coated_tablet,1,3.1,0.99,0.786,0.998421,100.51,1.21,2.91,isocratic,8.4,0
coated_tablet,0,2.3,0.79,0.73,1.0,99.51,1.49,2.29,isocratic,13.1,0
api_powder,1,1.7,1.29,0.863,1.0,98.91,1.24,2.99,isocratic,9.3,0
coated_tablet,2,7.4,0.211,1.465,0.998945,100.69,0.9,2.42,gradient,15.8,0
cream,1,6.5,1.574,0.981,0.999496,99.25,1.09,1.59,isocratic,10.6,1
api_powder,2,3.9,1.64,0.573,1.0,99.87,1.4,2.5,isocratic,9.7,0
coated_tablet,2,1.5,0.56,0.656,0.998754,102.57,1.1,1.88,gradient,9.3,1
suspension,4,8.3,0.691,1.295,0.999854,98.9,1.04,2.32,isocratic,11.5,0
coated_tablet,1,2.3,1.624,1.329,0.998684,101.56,0.8,2.05,isocratic,14.4,0
coated_tablet,2,6.6,0.355,2.325,0.999989,100.48,1.63,2.34,gradient,15.5,1
suspension,1,9.3,2.683,0.949,0.999978,101.65,2.11,2.72,isocratic,12.5,1
suspension,1,4.2,2.529,1.009,0.99999,99.58,0.87,2.32,gradient,12.2,0
coated_tablet,2,5.1,0.216,1.209,0.999722,100.27,2.07,3.29,gradient,8.6,0
suspension,2,9.0,0.565,0.264,0.99999,100.48,0.99,2.1,isocratic,29.4,0
coated_tablet,1,8.3,0.349,0.289,0.99999,98.7,1.36,2.33,gradient,25.4,0
api_powder,1,8.9,3.373,0.268,0.99907,99.65,1.42,2.48,isocratic,24.3,0
suspension,2,1.4,0.985,0.436,0.99999,98.96,0.95,2.17,isocratic,13.3,0
suspension,2,3.6,2.792,0.256,0.998706,101.26,0.8,2.55,gradient,41.4,0
cream,1,5.5,1.132,0.542,0.999531,99.23,1.17,2.24,isocratic,16.8,0
coated_tablet,2,1.5,0.725,1.64,0.999449,99.67,1.44,2.39,isocratic,13.7,0
suspension,4,2.0,1.52,0.52,0.999936,101.06,1.22,2.46,isocratic,12.0,0
coated_tablet,2,6.1,0.83,0.325,0.999789,100.41,0.89,2.59,gradient,31.8,0
suspension,1,8.0,0.329,0.69,0.999858,98.75,0.85,2.39,isocratic,14.5,0
coated_tablet,4,9.2,1.724,0.554,0.99999,99.81,0.94,3.16,isocratic,13.6,0
coated_tablet,1,6.4,1.17,0.364,0.999929,101.28,1.02,3.07,isocratic,12.5,0
coated_tablet,4,6.4,2.232,0.473,0.999819,98.55,0.8,2.45,gradient,8.6,0
coated_tablet,3,8.5,0.527,0.763,0.999469,99.6,1.29,3.08,isocratic,8.5,0
suspension,1,1.4,1.732,1.001,0.99999,99.69,1.37,2.94,isocratic,13.5,0
coated_tablet,1,5.3,1.493,1.153,0.999896,100.19,0.98,2.17,gradient,10.7,0
cream,2,2.8,0.69,1.143,0.993388,99.36,1.27,2.1,isocratic,11.9,0
coated_tablet,2,4.3,2.035,0.605,0.996394,99.64,1.25,2.42,isocratic,16.1,0
api_powder,1,6.1,0.684,0.879,0.998621,98.42,1.13,2.29,gradient,13.5,0
suspension,2,8.6,2.451,0.78,0.99999,99.4,1.34,2.88,gradient,12.3,0
cream,4,3.2,1.76,1.467,0.993217,99.95,1.06,3.08,isocratic,15.4,1
api_powder,2,2.8,1.21,0.8,0.998457,99.58,1.05,2.82,isocratic,14.5,0
coated_tablet,3,1.4,1.643,1.313,0.99999,99.65,1.56,2.25,gradient,12.5,0
api_powder,2,3.6,0.7,0.451,1.0,99.51,1.27,2.68,isocratic,9.8,0
suspension,3,8.8,0.539,0.264,0.999969,100.06,0.89,2.26,gradient,9.2,0
cream,1,9.6,1.969,0.542,0.998988,98.99,1.33,2.57,isocratic,9.4,0
coated_tablet,1,9.1,2.232,0.557,0.99999,100.97,1.29,2.4,isocratic,6.9,0
cream,1,5.9,0.459,0.722,0.99971,100.13,1.19,2.0,gradient,3.8,0
suspension,1,3.9,0.768,0.311,0.99999,100.52,0.88,2.67,isocratic,14.3,0
suspension,1,5.4,0.978,0.756,0.999179,99.4,1.13,2.97,gradient,9.4,0
coated_tablet,1,4.7,0.389,0.425,0.999074,100.02,1.22,3.69,gradient,8.5,0
suspension,1,5.3,1.269,0.579,0.999902,102.59,1.19,2.56,gradient,11.7,1
cream,2,7.2,0.545,0.381,0.999869,99.71,1.04,2.05,gradient,6.4,0
coated_tablet,2,3.7,0.67,0.111,1.0,99.87,1.03,2.5,isocratic,12.4,0
coated_tablet,1,5.3,1.129,1.139,0.999835,99.82,1.17,2.29,isocratic,23.3,0
suspension,2,5.7,2.233,0.317,0.999863,100.97,0.8,1.42,gradient,8.5,1
cream,2,4.9,1.285,0.458,0.999972,99.76,0.81,2.75,isocratic,9.7,0
coated_tablet,3,3.7,0.866,0.223,0.9999,97.93,0.8,2.2,isocratic,11.7,0
coated_tablet,2,4.2,1.24,0.652,0.999311,100.31,1.38,2.36,isocratic,11.1,0
suspension,2,3.6,1.27,1.435,0.999868,99.96,1.09,1.6,gradient,27.6,0
cream,0,7.8,0.465,0.825,0.99999,98.26,1.52,2.87,isocratic,11.9,1
coated_tablet,2,6.1,2.111,0.173,0.999889,98.69,1.35,2.15,isocratic,17.4,0
coated_tablet,1,7.1,3.934,0.44,0.999938,99.94,1.23,1.81,gradient,24.5,0
suspension,2,9.7,2.254,1.285,0.99999,100.21,1.02,2.15,gradient,17.8,1
coated_tablet,1,8.0,1.205,0.965,0.999395,100.31,1.62,2.13,isocratic,15.4,0
api_powder,1,1.9,0.252,0.511,0.99999,98.51,1.45,1.52,isocratic,8.5,0
suspension,4,1.9,1.248,0.298,0.999143,102.15,1.1,3.21,isocratic,8.4,1
api_powder,3,9.5,0.776,1.161,0.999028,98.77,0.8,1.86,isocratic,8.0,0
cream,1,7.9,1.889,0.32,0.999964,100.77,0.95,2.54,isocratic,9.6,0
suspension,3,8.0,0.165,0.398,0.998919,101.85,1.73,1.88,gradient,8.7,1
api_powder,0,4.7,1.22,0.537,0.998685,99.81,0.8,2.2,isocratic,12.9,0
coated_tablet,1,7.2,1.484,0.874,0.999409,98.64,1.09,2.46,isocratic,8.9,0
coated_tablet,3,6.4,1.144,0.53,0.99977,102.46,1.18,2.99,isocratic,8.2,0
suspension,1,5.4,2.093,0.358,0.999974,99.63,0.85,2.23,gradient,9.5,0
cream,1,9.9,1.486,0.426,0.999818,102.06,1.62,2.49,isocratic,9.2,1
coated_tablet,1,7.6,3.27,0.183,0.99999,100.83,1.9,2.69,gradient,21.0,1
api_powder,2,4.8,0.811,0.179,0.999909,101.17,1.25,1.86,isocratic,13.4,0
suspension,4,9.9,1.899,0.388,0.999892,100.07,1.65,2.03,gradient,12.3,1
coated_tablet,1,9.5,1.441,1.904,0.99927,99.69,1.22,2.21,gradient,13.5,0
coated_tablet,4,9.2,0.886,0.999,0.99999,100.7,0.82,1.6,gradient,24.0,1
coated_tablet,2,5.0,0.995,0.758,0.999358,97.51,1.01,1.65,isocratic,14.4,1
coated_tablet,1,8.8,1.439,1.692,0.999872,100.63,0.96,2.75,isocratic,5.1,0
api_powder,2,2.4,0.863,0.425,0.998794,100.29,1.44,3.05,gradient,19.8,0
suspension,2,9.8,0.934,0.466,0.999987,99.46,1.26,1.95,gradient,10.1,1
cream,0,5.4,1.011,0.335,0.99999,98.98,1.05,1.96,gradient,8.9,0
api_powder,1,8.3,1.663,0.177,0.999662,99.05,1.06,2.34,gradient,29.6,0
suspension,1,2.4,0.796,1.076,0.99999,99.75,1.2,2.23,isocratic,8.5,0
coated_tablet,0,3.2,0.98,0.588,0.996294,100.78,1.04,2.34,isocratic,10.1,0
suspension,3,6.6,0.647,1.196,0.99999,98.62,0.8,2.96,gradient,10.5,0
suspension,4,4.3,0.907,0.72,0.99999,102.0,1.69,2.01,isocratic,14.8,1
cream,2,3.0,1.144,0.174,0.99999,99.11,0.83,1.94,isocratic,6.5,0
suspension,1,2.5,0.364,0.237,0.999175,99.68,1.25,2.82,gradient,5.6,0
coated_tablet,2,1.9,2.523,0.941,0.99995,99.95,0.97,2.52,isocratic,4.4,0
suspension,1,5.3,1.191,0.434,0.999917,99.42,1.04,3.63,isocratic,16.0,0
api_powder,2,5.1,0.811,0.365,0.999644,101.82,0.87,2.44,isocratic,16.5,0
cream,4,4.5,0.751,1.291,0.999207,98.64,1.35,2.04,isocratic,6.0,0
coated_tablet,1,7.2,2.504,0.148,0.999915,100.42,0.91,2.28,isocratic,5.4,0
coated_tablet,3,6.3,0.557,0.737,0.999614,100.36,1.35,1.87,gradient,10.2,0
cream,2,9.3,3.299,0.446,0.998133,98.9,0.8,2.04,gradient,15.5,1
coated_tablet,2,3.2,0.862,0.531,0.99999,99.66,0.8,2.25,isocratic,17.6,0
coated_tablet,2,7.0,0.837,0.21,0.999978,98.35,1.04,1.64,isocratic,14.7,0
cream,2,3.2,2.792,0.615,0.99991,98.2,1.26,2.37,isocratic,22.8,1
suspension,3,4.1,0.623,0.726,0.99999,99.56,1.23,2.71,isocratic,13.2,0
api_powder,1,3.9,0.862,1.531,0.99999,101.01,1.14,2.21,isocratic,9.3,0
suspension,2,1.4,0.609,0.72,0.999883,100.11,1.16,3.57,isocratic,10.5,0
cream,3,8.1,1.084,0.839,0.999289,99.21,1.54,1.7,gradient,24.0,1
api_powder,1,1.0,0.703,0.515,0.99999,100.54,1.42,2.17,isocratic,13.1,0
coated_tablet,0,3.7,1.46,0.321,0.999239,99.37,1.23,1.79,isocratic,8.7,0
suspension,1,7.9,1.155,0.462,0.999908,99.74,0.92,2.97,isocratic,25.3,0
api_powder,1,3.3,0.71,0.849,0.997768,100.28,0.81,2.37,isocratic,10.5,0
coated_tablet,3,7.7,0.969,0.18,0.997662,99.94,1.08,2.2,gradient,15.1,1
coated_tablet,0,8.8,1.254,0.678,0.999467,99.37,0.8,1.61,isocratic,15.1,0
coated_tablet,1,2.0,1.18,0.578,0.996793,99.29,1.0,2.08,isocratic,12.3,0
coated_tablet,3,3.7,1.696,0.726,0.99999,99.03,1.58,3.18,isocratic,6.6,0
coated_tablet,0,1.1,1.77,0.731,1.0,101.09,1.22,2.76,isocratic,12.2,0
suspension,0,4.4,0.458,1.448,0.99999,100.77,0.98,2.9,isocratic,11.1,0
suspension,1,1.6,1.381,0.644,0.999351,97.66,1.2,1.88,isocratic,7.1,1
api_powder,2,8.9,0.644,0.988,0.999137,100.03,1.09,2.42,isocratic,15.0,0
coated_tablet,1,3.8,0.285,0.862,0.999915,98.41,1.34,2.29,isocratic,8.0,0
cream,2,7.3,2.372,0.534,0.999161,99.72,1.52,2.23,isocratic,10.8,1
suspension,1,8.2,0.281,0.402,0.999938,100.54,1.13,2.26,gradient,29.6,0
api_powder,3,1.9,0.322,0.265,0.99999,101.32,1.15,2.81,gradient,8.6,0
suspension,4,9.8,0.48,1.115,0.999923,100.36,1.31,1.67,isocratic,5.2,1
cream,2,1.5,0.252,0.298,0.99993,100.47,1.03,2.95,isocratic,10.6,0
api_powder,1,9.0,1.261,0.541,0.999749,102.06,1.24,3.0,isocratic,23.8,0
api_powder,1,5.0,1.506,0.668,0.999016,100.25,1.6,2.89,isocratic,13.2,0
coated_tablet,2,7.5,0.367,0.994,0.999925,98.44,1.43,1.37,gradient,19.2,1
coated_tablet,2,6.0,2.283,0.568,0.999516,100.47,0.97,3.87,isocratic,35.6,0
coated_tablet,0,4.2,0.89,0.622,1.0,100.52,0.89,2.77,isocratic,7.7,0
coated_tablet,3,9.8,0.259,0.539,0.999954,98.61,1.0,2.18,gradient,12.0,0
api_powder,3,4.3,0.374,0.466,0.999885,98.88,0.92,2.32,gradient,11.3,0
suspension,2,6.5,0.483,0.863,0.999955,99.04,1.0,2.13,isocratic,20.4,0
cream,4,3.3,1.491,0.603,0.999906,100.5,0.95,1.57,gradient,7.3,1
suspension,2,2.6,5.175,0.984,0.999989,99.21,1.55,2.9,gradient,9.8,0
cream,4,10.0,0.77,0.632,0.999726,100.57,1.4,1.98,isocratic,6.3,1
cream,1,10.0,0.611,0.896,0.997026,101.99,0.8,2.77,gradient,10.0,1
coated_tablet,3,9.6,1.152,0.986,0.99999,99.92,1.23,3.11,isocratic,7.8,0
suspension,3,2.2,1.969,2.317,0.999941,100.18,1.25,2.77,isocratic,5.8,0
cream,2,5.0,0.815,0.581,0.999919,100.48,1.38,2.46,isocratic,23.7,0
suspension,3,9.0,0.51,2.85,0.999351,98.62,0.93,1.77,gradient,19.9,1
coated_tablet,4,9.3,0.399,0.46,0.998398,99.73,1.49,2.27,isocratic,21.4,0
api_powder,4,2.7,2.213,0.35,0.99999,100.27,0.88,0.73,isocratic,7.8,0
coated_tablet,2,1.6,1.87,0.537,0.997822,100.03,0.8,2.58,isocratic,12.3,0
api_powder,1,3.2,1.644,0.279,0.999984,99.76,1.27,3.97,isocratic,14.4,0
suspension,2,2.3,1.534,0.289,0.999988,98.86,1.34,2.58,gradient,12.9,0
coated_tablet,1,5.6,0.569,0.746,0.9996,100.62,1.13,2.12,isocratic,14.2,0
coated_tablet,3,5.7,0.552,1.2,0.998974,101.35,0.88,2.71,isocratic,18.3,0
suspension,2,1.2,1.283,0.659,0.99999,100.83,1.88,2.4,isocratic,22.9,0
api_powder,0,4.1,1.91,0.596,1.0,99.84,1.23,2.62,isocratic,9.7,0
suspension,0,4.5,0.933,0.589,0.999964,101.44,1.32,2.82,isocratic,19.5,0
suspension,2,6.4,0.603,0.547,0.99988,100.7,1.21,2.79,isocratic,12.1,0
api_powder,0,4.3,1.22,0.603,0.999663,99.33,1.15,2.51,isocratic,5.9,0
coated_tablet,1,5.3,0.707,1.048,0.999286,99.03,1.11,2.75,gradient,10.8,0
cream,0,6.4,6.32,0.276,0.999801,99.14,1.41,2.14,isocratic,9.0,0
cream,1,8.9,3.076,0.76,0.99999,101.19,1.15,2.43,isocratic,9.7,0
api_powder,1,3.0,0.521,0.451,0.99999,101.78,1.06,1.93,gradient,10.9,0
coated_tablet,2,3.5,0.778,0.883,0.99993,100.74,0.85,2.43,isocratic,24.3,0
coated_tablet,1,3.2,0.55,0.729,0.998291,99.77,0.83,2.2,isocratic,4.9,0
suspension,1,2.7,0.343,0.439,0.99999,99.73,0.8,2.43,gradient,9.2,0
coated_tablet,1,3.0,1.676,1.874,0.99996,100.57,1.46,3.23,isocratic,8.2,0
coated_tablet,1,2.7,1.69,0.807,0.999664,100.66,1.2,2.83,isocratic,10.8,0
cream,3,4.5,1.53,1.318,0.993424,98.77,0.96,3.08,isocratic,14.5,1
cream,1,2.1,1.917,1.444,0.999667,101.25,0.8,2.29,isocratic,19.0,0
cream,2,2.9,0.75,1.588,0.995042,99.98,0.98,2.59,isocratic,12.2,0
suspension,2,7.6,3.737,0.28,0.99999,99.83,1.13,3.35,isocratic,9.1,0
api_powder,2,7.1,0.313,0.56,0.999905,98.71,1.13,1.5,isocratic,16.6,0
coated_tablet,2,3.4,3.377,0.54,0.999353,99.76,0.97,1.84,gradient,9.4,0
api_powder,1,2.8,5.214,0.378,0.99738,99.45,0.88,2.81,isocratic,5.1,0
coated_tablet,2,8.7,2.512,0.488,0.999928,99.18,1.23,1.63,isocratic,13.0,0
api_powder,2,9.4,2.01,0.237,0.999969,100.81,1.07,1.56,gradient,8.7,0
coated_tablet,2,4.9,6.943,0.533,0.999891,98.9,1.18,2.91,isocratic,19.9,0
suspension,1,4.6,0.2,0.232,0.99919,100.14,0.93,2.29,gradient,6.4,0
api_powder,1,5.4,0.545,0.499,0.998472,99.91,1.17,2.69,gradient,5.5,0
suspension,2,2.2,0.267,0.664,0.999896,99.72,1.3,2.15,isocratic,4.8,0
suspension,2,8.3,2.402,0.228,0.99999,101.24,1.14,1.68,isocratic,20.3,1
coated_tablet,2,2.8,0.57,0.532,1.0,101.19,1.1,2.51,isocratic,8.4,0
coated_tablet,2,7.2,0.755,0.604,0.99999,99.54,1.39,2.26,isocratic,11.5,0
suspension,2,2.4,0.97,0.35,0.999983,99.11,0.88,3.01,isocratic,17.3,0
coated_tablet,2,3.4,1.93,0.334,1.0,101.17,1.44,1.85,isocratic,12.2,0
coated_tablet,1,3.2,2.166,3.2,0.999961,99.12,0.97,3.35,isocratic,12.0,0
coated_tablet,3,3.6,0.265,0.659,0.999698,99.2,1.07,2.46,isocratic,32.1,0
cream,4,3.9,1.87,1.177,0.996617,99.73,1.09,2.5,isocratic,15.6,1
cream,1,8.8,0.534,0.583,0.999168,99.65,1.35,2.1,isocratic,12.5,0
suspension,0,1.2,2.555,0.85,0.99999,99.93,0.95,2.27,gradient,6.2,0
cream,3,4.2,0.36,1.024,0.999749,99.6,0.8,1.53,isocratic,14.4,1
suspension,1,5.5,1.527,1.667,0.99999,100.17,1.1,1.91,gradient,7.0,0
coated_tablet,3,5.8,1.32,0.452,0.99999,98.45,1.03,2.82,gradient,5.0,0
cream,3,9.1,0.241,1.052,0.999931,100.73,0.8,1.9,isocratic,8.3,1
api_powder,1,1.2,1.07,0.752,1.0,100.12,0.86,2.16,isocratic,9.2,0
coated_tablet,4,7.0,1.263,0.452,0.999972,100.51,0.8,3.14,isocratic,18.8,0
suspension,3,5.1,4.236,0.668,0.99987,98.43,0.93,2.65,gradient,13.5,1
cream,3,8.5,2.579,0.772,0.999863,99.95,1.09,2.06,isocratic,10.6,0
cream,3,2.8,1.488,0.398,0.99999,102.19,0.8,1.62,isocratic,12.4,1
api_powder,1,8.6,2.59,1.687,0.99996,101.26,1.76,1.45,isocratic,13.6,1
api_powder,1,3.9,0.638,1.412,0.999898,99.15,0.99,1.86,gradient,9.6,0
coated_tablet,2,5.5,0.779,0.359,0.99999,100.59,0.89,3.02,isocratic,8.7,0
coated_tablet,2,1.7,1.98,0.428,1.0,99.75,1.27,2.23,isocratic,10.2,0
cream,2,5.4,0.775,1.185,0.99999,99.08,1.36,1.25,isocratic,19.4,1
coated_tablet,2,2.6,6.226,0.605,0.9998,97.9,1.23,2.22,gradient,19.0,0
coated_tablet,3,7.5,1.17,1.673,0.99999,100.85,0.8,2.34,isocratic,13.8,0
suspension,2,9.1,1.997,0.335,0.99795,100.4,0.87,2.88,gradient,12.9,1
suspension,4,8.4,0.637,0.795,0.999987,97.64,0.84,2.49,isocratic,10.4,1
api_powder,3,8.9,0.6,0.887,0.99999,100.09,1.15,2.45,isocratic,22.9,0
suspension,4,7.8,1.534,0.7,0.99999,100.25,1.01,2.23,isocratic,10.6,0
coated_tablet,0,8.3,0.4,2.468,0.999798,100.39,0.8,2.68,isocratic,8.0,0
suspension,2,2.6,0.797,0.377,0.99763,100.73,1.67,2.25,isocratic,17.2,0
suspension,1,7.8,1.484,0.828,0.999962,100.08,1.08,1.62,isocratic,27.5,0
coated_tablet,0,4.6,1.816,0.719,0.99999,99.72,0.8,2.33,gradient,11.1,0
cream,1,4.1,0.294,0.356,0.99999,100.71,1.0,2.05,gradient,7.6,0
suspension,1,3.6,0.856,0.618,0.999982,100.4,1.31,0.93,gradient,9.2,0
api_powder,3,6.6,0.36,0.455,0.99999,100.98,0.99,2.27,isocratic,23.0,0
api_powder,0,3.0,0.9,0.083,0.999312,101.17,1.32,2.18,isocratic,11.8,0
cream,4,1.2,2.627,0.42,0.99999,99.11,1.35,2.31,gradient,4.9,0
suspension,0,9.9,0.39,0.288,0.999546,100.38,1.16,1.68,isocratic,12.5,0
api_powder,2,8.7,2.739,0.743,0.99984,99.94,1.26,2.99,isocratic,17.2,0
cream,1,7.5,0.906,0.402,0.999854,101.61,1.12,2.27,gradient,9.3,1
cream,2,3.7,1.392,0.386,0.999968,98.61,1.56,2.48,gradient,13.0,1
suspension,2,5.1,3.668,0.628,0.999751,100.24,1.85,2.38,isocratic,8.7,0
cream,1,6.6,1.469,0.318,0.999977,100.22,1.05,3.13,isocratic,10.6,0
coated_tablet,2,3.4,1.323,0.662,0.999673,100.01,1.22,2.35,gradient,35.9,0
suspension,1,7.6,0.829,0.811,0.999973,101.22,2.07,2.83,gradient,12.7,1
coated_tablet,3,6.9,3.047,0.384,0.999051,100.01,1.09,1.61,isocratic,29.8,0
coated_tablet,0,3.8,1.78,0.987,1.0,100.95,0.8,2.37,isocratic,7.4,0
api_powder,0,3.9,0.345,0.369,0.998837,99.85,0.91,1.89,gradient,26.3,0
coated_tablet,3,1.8,1.621,0.343,0.999906,101.68,0.92,2.06,gradient,17.8,0
coated_tablet,2,6.7,1.506,0.754,0.999678,101.41,1.19,1.99,gradient,6.7,0
api_powder,4,1.2,2.571,0.389,0.99997,101.05,1.24,2.11,isocratic,8.8,0
api_powder,3,3.3,0.606,0.553,0.999733,101.12,0.92,2.28,isocratic,7.7,0
coated_tablet,1,7.3,0.854,0.632,0.999352,102.14,1.35,2.28,gradient,18.4,1
api_powder,2,9.3,1.484,0.527,0.99999,99.95,1.1,2.79,gradient,15.4,0
coated_tablet,1,2.9,1.471,1.143,0.999891,99.61,1.26,2.1,gradient,9.3,0
suspension,0,1.2,1.41,0.984,0.99999,100.63,1.03,2.0,isocratic,26.3,0
cream,1,5.0,0.616,1.072,0.999973,98.22,0.97,2.69,isocratic,9.9,0
api_powder,2,4.5,1.064,0.304,0.999926,100.17,0.8,3.31,isocratic,13.0,0
coated_tablet,1,6.8,0.123,0.706,0.999513,99.32,1.1,2.85,isocratic,14.1,0
coated_tablet,2,9.1,3.297,0.892,0.999961,99.39,0.8,2.46,gradient,11.5,0
coated_tablet,2,2.8,1.79,0.888,0.995205,99.62,1.18,2.37,isocratic,9.9,0
api_powder,2,3.7,1.69,0.408,0.999504,98.7,1.38,2.48,gradient,28.9,0
api_powder,4,4.1,0.452,0.819,0.99999,99.69,1.09,2.39,gradient,7.5,0
coated_tablet,1,9.6,0.467,0.812,0.999934,100.18,0.98,2.76,gradient,13.4,0
api_powder,2,4.7,0.845,0.697,0.99999,99.75,0.8,2.58,isocratic,25.0,0
suspension,1,7.3,3.946,0.946,0.999968,99.5,1.25,2.75,gradient,19.5,0
suspension,2,3.4,0.744,0.343,0.999962,99.85,1.27,1.91,gradient,12.2,0
coated_tablet,1,1.4,0.184,0.353,0.998659,101.03,1.22,1.87,isocratic,8.8,0
suspension,2,6.6,1.112,0.441,0.999221,100.48,1.03,2.64,isocratic,24.7,0
api_powder,2,5.1,1.749,0.376,0.99999,99.46,0.99,2.6,gradient,12.0,0
coated_tablet,0,2.8,1.75,0.735,0.999811,100.19,1.23,2.39,isocratic,8.1,0
coated_tablet,2,8.6,1.852,0.481,0.999833,100.55,0.8,3.27,gradient,10.9,0
coated_tablet,2,3.3,1.369,0.504,0.99999,99.28,0.89,2.18,isocratic,8.3,0
api_powder,1,3.2,0.348,0.846,0.999564,99.6,2.17,1.82,isocratic,17.2,0
suspension,1,2.7,3.446,0.327,0.999937,102.36,1.13,2.79,isocratic,3.0,0
coated_tablet,2,5.4,0.899,0.36,0.99961,99.46,0.93,2.76,isocratic,13.5,0
